id,datetime
39900,2024-03-10 12:55:00
39899,2024-03-09 12:55:00
39898,2024-03-08 12:55:00
39894,2024-03-07 12:55:00
39886,2024-03-06 12:55:00
39884,2024-03-05 12:55:00
39880,2024-03-04 12:55:00
39869,2024-03-03 12:55:00
39862,2024-03-02 12:55:00
39858,2024-03-01 12:55:00
39857,2024-02-29 12:55:00
39855,2024-02-28 12:55:00
39852,2024-02-27 12:55:00
39848,2024-02-26 12:55:00
39847,2024-02-25 12:55:00
39846,2024-02-24 12:55:00
39839,2024-02-23 14:55:00
39826,2024-02-21 11:25:00
39821,2024-02-20 11:25:00
39819,2024-02-19 11:25:00
39817,2024-02-18 11:25:00
39816,2024-02-17 11:25:00
39815,2024-02-16 11:25:00
39813,2024-02-15 11:25:00
39810,2024-02-14 11:25:00
39806,2024-02-13 11:25:00
39803,2024-02-12 11:25:00
39800,2024-02-11 11:25:00
39785,2024-02-09 11:25:00
39765,2024-02-08 11:25:00
39764,2024-02-07 11:25:00
39763,2024-02-06 11:25:00
39758,2024-02-05 11:25:00
39756,2024-02-04 11:25:00
39754,2024-02-03 11:25:00
39752,2024-02-02 11:25:00
39743,2024-01-31 11:20:00
39738,2024-01-30 11:20:00
39736,2024-01-29 11:20:00
39732,2024-01-28 11:20:00
39730,2024-01-27 11:20:00
39723,2024-01-26 11:20:00
39722,2024-01-25 11:20:00
39719,2024-01-24 07:10:00
39706,2024-01-23 11:30:00
39703,2024-01-22 11:30:00
39699,2024-01-21 11:30:00
39697,2024-01-20 11:30:00
39695,2024-01-19 11:30:00
39691,2024-01-18 11:30:00
39690,2024-01-17 11:30:00
39686,2024-01-16 11:30:00
39681,2024-01-15 11:30:00
39679,2024-01-14 11:30:00
39675,2024-01-13 11:30:00
39669,2024-01-12 11:30:00
39653,2024-01-10 17:49:00
39650,2024-01-09 11:20:00
39648,2024-01-08 11:20:00
39647,2024-01-07 13:20:00
39641,2024-01-05 11:50:00
39639,2024-01-04 11:50:00
39638,2024-01-03 11:50:00
39636,2024-01-02 11:50:00
39633,2024-01-01 11:50:00
39631,2023-12-31 11:50:00
39629,2023-12-30 11:50:00
39627,2023-12-29 11:50:00
39626,2023-12-28 11:50:00
39624,2023-12-27 14:50:00
39612,2023-12-24 11:55:00
39610,2023-12-23 16:55:00
39606,2023-12-22 16:45:00
39600,2023-12-22 11:55:00
39596,2023-12-21 11:55:00
39595,2023-12-20 11:55:00
39593,2023-12-19 11:55:00
39590,2023-12-18 11:55:00
39589,2023-12-17 11:55:00
39584,2023-12-16 11:55:00
39578,2023-12-15 11:55:00
39577,2023-12-14 11:55:00
39571,2023-12-13 11:55:00
39570,2023-12-12 11:55:00
39564,2023-12-11 11:55:00
39563,2023-12-10 11:55:00
39561,2023-12-09 11:55:00
39557,2023-12-08 11:55:00
39554,2023-12-07 11:55:00
39553,2023-12-06 11:55:00
39549,2023-12-05 11:55:00
39526,2023-12-04 12:55:00
39519,2023-12-03 11:40:00
39518,2023-12-02 11:40:00
39516,2023-12-01 11:40:00
39512,2023-11-30 11:40:00
39510,2023-11-29 11:40:00
39507,2023-11-28 11:40:00
39496,2023-11-27 11:40:00
39495,2023-11-26 11:40:00
39491,2023-11-25 13:40:00
39480,2023-11-25 11:20:00
39477,2023-11-24 11:20:00
39471,2023-11-23 11:20:00
39470,2023-11-22 11:20:00
39468,2023-11-21 11:20:00
39467,2023-11-20 11:20:00
39464,2023-11-19 11:20:00
39463,2023-11-18 11:20:00
39458,2023-11-17 11:20:00
39450,2023-11-16 11:20:00
39445,2023-11-15 11:20:00
39440,2023-11-14 11:20:00
39437,2023-11-13 11:20:00
39436,2023-11-12 11:20:00
39435,2023-11-11 11:20:00
39431,2023-11-10 11:20:00
39428,2023-11-09 12:20:00
39402,2023-11-08 11:30:00
39401,2023-11-07 11:30:00
39394,2023-11-06 11:30:00
39392,2023-11-05 11:30:00
39391,2023-11-04 11:30:00
39388,2023-11-03 11:30:00
39381,2023-11-02 11:30:00
39378,2023-11-01 11:30:00
39376,2023-10-31 11:30:00
39371,2023-10-30 12:30:00
39360,2023-10-29 11:30:00
39358,2023-10-28 11:30:00
39356,2023-10-27 11:30:00
39354,2023-10-26 11:30:00
39352,2023-10-25 11:30:00
39351,2023-10-24 11:30:00
39347,2023-10-23 11:30:00
39336,2023-10-22 11:30:00
39335,2023-10-21 11:30:00
39317,2023-10-20 11:30:00
39316,2023-10-19 11:30:00
39314,2023-10-18 11:30:00
39307,2023-10-18 04:05:00
39303,2023-10-17 16:05:00
39299,2023-10-17 04:05:00
39295,2023-10-16 16:05:00
39293,2023-10-16 04:05:00
39291,2023-10-15 16:05:00
39288,2023-10-15 04:05:00
39286,2023-10-14 16:05:00
39283,2023-10-14 04:05:00
39281,2023-10-13 16:05:00
39280,2023-10-13 04:05:00
39277,2023-10-12 16:05:00
39272,2023-10-12 04:05:00
39271,2023-10-11 16:05:00
39270,2023-10-11 04:05:00
39263,2023-10-10 16:05:00
39240,2023-10-09 11:50:00
39238,2023-10-08 11:50:00
39234,2023-10-07 11:50:00
39230,2023-10-06 11:50:00
39224,2023-10-05 11:50:00
39223,2023-10-04 11:50:00
39222,2023-10-03 11:50:00
39217,2023-10-02 12:50:00
39203,2023-09-29 11:40:00
39200,2023-09-28 11:40:00
39197,2023-09-27 12:50:00
39192,2023-09-26 11:50:00
39189,2023-09-25 11:50:00
39185,2023-09-24 11:50:00
39183,2023-09-23 11:50:00
39171,2023-09-22 11:50:00
39165,2023-09-21 11:50:00
39160,2023-09-20 11:50:00
39156,2023-09-19 11:50:00
39154,2023-09-18 11:50:00
39152,2023-09-17 11:50:00
39149,2023-09-16 11:50:00
39146,2023-09-15 11:50:00
39141,2023-09-14 11:50:00
39135,2023-09-13 11:50:00
39126,2023-09-12 11:50:00
39108,2023-09-11 16:55:00
39102,2023-09-10 11:40:00
39098,2023-09-09 11:40:00
39093,2023-09-08 11:44:00
39062,2023-09-01 11:50:00
39056,2023-08-31 11:50:00
39052,2023-08-30 11:50:00
39047,2023-08-29 11:50:00
39045,2023-08-28 11:50:00
39042,2023-08-27 11:50:00
39040,2023-08-26 11:50:00
39038,2023-08-25 11:50:00
39033,2023-08-24 11:50:00
39031,2023-08-22 11:50:00
39026,2023-08-20 11:50:00
39022,2023-08-19 11:50:00
39019,2023-08-18 11:50:00
39014,2023-08-17 11:50:00
39011,2023-08-16 11:50:00
39009,2023-08-15 11:50:00
39006,2023-08-14 11:50:00
39004,2023-08-13 11:50:00
39001,2023-08-12 11:50:00
38999,2023-08-11 11:50:00
38993,2023-08-10 11:50:00
38990,2023-08-09 11:50:00
38987,2023-08-08 11:50:00
38985,2023-08-07 11:50:00
38978,2023-08-06 11:50:00
38975,2023-08-05 11:50:00
38973,2023-08-04 11:50:00
38970,2023-08-03 11:50:00
38966,2023-08-02 11:50:00
38961,2023-08-01 11:50:00
38958,2023-07-31 11:50:00
38955,2023-07-30 11:50:00
38952,2023-07-29 11:50:00
38947,2023-07-28 11:50:00
38944,2023-07-27 11:50:00
38940,2023-07-26 11:50:00
38936,2023-07-25 11:50:00
38933,2023-07-24 11:50:00
38926,2023-07-22 11:50:00
38924,2023-07-21 11:50:00
38921,2023-07-20 11:50:00
38916,2023-07-19 18:20:00
38912,2023-07-19 11:50:00
38909,2023-07-18 11:50:00
38904,2023-07-16 11:50:00
38898,2023-07-15 11:50:00
38896,2023-07-14 11:50:00
38888,2023-07-13 11:50:00
38886,2023-07-12 11:50:00
38882,2023-07-11 11:50:00
38881,2023-07-10 11:50:00
38880,2023-07-09 11:50:00
38879,2023-07-08 11:50:00
38876,2023-07-07 11:50:00
38875,2023-07-06 11:50:00
38861,2023-07-03 11:50:00
38860,2023-07-02 11:50:00
38858,2023-07-01 11:50:00
38855,2023-06-30 11:50:00
38853,2023-06-29 11:50:00
38847,2023-06-27 11:50:00
38843,2023-06-26 11:50:00
38840,2023-06-25 11:50:00
38834,2023-06-25 09:51:09
38830,2023-06-22 11:50:00
38822,2023-06-21 11:50:00
38818,2023-06-20 11:50:00
38817,2023-06-19 11:50:00
38816,2023-06-18 11:50:00
38815,2023-06-17 11:50:00
38806,2023-06-16 11:50:00
38800,2023-06-15 11:50:00
38791,2023-06-14 11:50:00
38788,2023-06-13 11:50:00
38784,2023-06-12 11:50:00
38782,2023-06-11 11:50:00
38781,2023-06-10 11:50:00
38777,2023-06-09 11:50:00
38776,2023-06-08 11:50:00
38773,2023-06-07 11:50:00
38760,2023-06-05 11:50:00
38756,2023-06-04 11:50:00
38752,2023-06-03 11:50:00
38750,2023-06-02 11:50:00
38747,2023-06-01 11:50:00
38743,2023-05-31 11:50:00
38742,2023-05-30 11:50:00
38726,2023-05-26 11:50:00
38724,2023-05-25 11:50:00
38723,2023-05-24 11:50:00
38721,2023-05-23 11:50:00
38716,2023-05-22 11:50:00
38710,2023-05-21 11:50:00
38708,2023-05-20 11:50:00
38706,2023-05-19 11:50:00
38697,2023-05-17 11:50:00
38694,2023-05-16 11:50:00
38684,2023-05-15 11:50:00
38681,2023-05-14 11:50:00
38679,2023-05-13 11:50:00
38678,2023-05-12 11:50:00
38674,2023-05-11 11:50:00
38673,2023-05-10 11:50:00
38664,2023-05-09 13:23:14
38658,2023-05-08 11:50:00
38655,2023-05-07 11:50:00
38654,2023-05-06 11:50:00
38653,2023-05-05 11:50:00
38652,2023-05-04 11:50:00
38651,2023-05-03 11:50:00
38649,2023-05-02 11:50:00
38646,2023-05-01 11:50:00
38635,2023-04-30 11:50:00
38632,2023-04-29 11:50:00
38630,2023-04-28 11:50:00
38625,2023-04-27 11:50:00
38618,2023-04-26 11:50:00
38615,2023-04-25 11:50:00
38612,2023-04-24 11:50:00
38610,2023-04-23 11:50:00
38601,2023-04-22 11:50:00
38597,2023-04-21 11:50:00
38596,2023-04-20 11:50:00
38584,2023-04-19 11:50:00
38583,2023-04-18 11:50:00
38581,2023-04-17 11:50:00
38580,2023-04-16 11:50:00
38577,2023-04-15 11:50:00
38574,2023-04-14 11:50:00
38572,2023-04-13 11:50:00
38571,2023-04-12 11:50:00
38566,2023-04-11 11:50:00
38564,2023-04-10 11:50:00
38548,2023-04-07 11:50:00
38542,2023-04-06 11:50:00
38541,2023-04-05 11:50:00
38534,2023-04-04 11:50:00
38531,2023-04-03 11:50:00
38524,2023-04-02 11:50:00
38523,2023-04-01 11:50:00
38521,2023-03-31 11:50:00
38515,2023-03-31 09:51:51
38512,2023-03-30 11:50:00
38510,2023-03-29 11:50:00
38509,2023-03-28 11:50:00
38508,2023-03-27 11:50:00
38504,2023-03-26 11:50:00
38503,2023-03-25 11:50:00
38494,2023-03-23 11:50:00
38492,2023-03-22 11:50:00
38488,2023-03-21 11:50:00
38485,2023-03-20 11:50:00
38482,2023-03-19 11:50:00
38481,2023-03-18 11:50:00
38477,2023-03-17 11:50:00
38475,2023-03-16 11:50:00
38439,2023-03-15 11:50:00
38433,2023-03-14 11:50:00
38422,2023-03-13 11:50:00
38415,2023-03-12 11:50:00
38413,2023-03-11 11:50:00
38410,2023-03-10 11:50:00
38408,2023-03-09 11:50:00
38406,2023-03-08 11:50:00
38401,2023-03-07 11:50:00
38395,2023-03-06 11:50:00
38394,2023-03-05 11:50:00
38391,2023-03-04 11:50:00
38390,2023-03-03 11:50:00
38387,2023-03-02 11:50:00
38386,2023-03-01 11:50:00
38382,2023-02-28 11:50:00
38377,2023-02-27 11:50:00
38370,2023-02-26 11:50:00
38368,2023-02-25 11:50:00
38351,2023-02-24 11:50:00
38350,2023-02-23 11:50:00
38347,2023-02-22 11:50:00
38340,2023-02-21 11:50:00
38337,2023-02-20 11:50:00
38333,2023-02-19 11:50:00
38330,2023-02-18 11:50:00
38319,2023-02-17 11:50:00
38317,2023-02-16 11:50:00
38305,2023-02-15 11:50:00
38298,2023-02-14 11:50:00
38295,2023-02-13 11:50:00
38294,2023-02-12 11:50:00
38293,2023-02-11 11:50:00
38283,2023-02-10 11:50:00
38277,2023-02-09 11:50:00
38273,2023-02-08 11:50:00
38261,2023-02-07 11:50:00
38258,2023-02-06 11:50:00
38255,2023-02-05 11:50:00
38252,2023-02-04 11:50:00
38248,2023-02-03 11:50:00
38242,2023-02-02 11:50:00
38240,2023-02-01 11:50:00
38235,2023-01-31 11:50:00
38229,2023-01-30 11:50:00
38219,2023-01-28 11:50:00
38214,2023-01-27 11:50:00
38210,2023-01-26 11:50:00
38206,2023-01-25 11:50:00
38202,2023-01-24 11:50:00
38190,2023-01-23 11:50:00
38185,2023-01-22 11:50:00
38181,2023-01-21 11:50:00
38134,2023-01-20 11:50:00
38129,2023-01-19 11:50:00
38126,2023-01-18 11:50:00
38122,2023-01-17 11:50:00
38116,2023-01-16 11:50:00
38115,2023-01-15 11:50:00
38109,2023-01-14 11:50:00
38108,2023-01-14 11:35:00
38100,2023-01-13 11:50:00
38099,2023-01-13 11:45:00
38088,2023-01-12 11:45:00
38083,2023-01-11 11:45:00
38081,2023-01-10 11:45:00
38077,2023-01-09 11:45:00
38074,2023-01-08 11:45:00
38073,2023-01-07 11:45:00
38072,2023-01-06 11:45:00
38063,2023-01-05 11:45:00
38060,2023-01-04 11:45:00
38055,2023-01-03 11:45:00
38050,2023-01-02 11:45:00
38047,2023-01-01 11:45:00
38044,2022-12-31 11:45:00
38036,2022-12-30 11:45:00
38007,2022-12-29 11:45:00
37968,2022-12-28 11:45:00
37959,2022-12-27 11:45:00
37957,2022-12-26 11:45:00
37948,2022-12-25 11:45:00
37946,2022-12-24 11:45:00
37943,2022-12-23 11:45:00
37940,2022-12-22 11:45:00
37926,2022-12-21 11:45:00
37923,2022-12-20 11:45:00
37919,2022-12-19 11:45:00
37915,2022-12-18 11:45:00
37912,2022-12-17 11:45:00
37909,2022-12-16 11:45:00
37907,2022-12-15 11:45:00
37889,2022-12-13 11:45:00
37885,2022-12-12 11:45:00
37880,2022-12-11 11:45:00
37873,2022-12-10 11:45:00
37870,2022-12-09 11:45:00
37862,2022-12-08 11:45:00
37855,2022-12-07 11:45:00
37851,2022-12-06 11:45:00
37840,2022-12-05 11:45:00
37838,2022-12-04 11:45:00
37836,2022-12-03 11:45:00
37835,2022-12-02 11:45:00
37823,2022-12-01 11:55:00
37819,2022-11-30 11:55:00
37814,2022-11-29 11:55:00
37801,2022-11-28 11:55:00
37798,2022-11-27 11:55:00
37797,2022-11-26 11:55:00
37794,2022-11-24 11:55:00
37779,2022-11-23 11:55:00
37771,2022-11-22 11:55:00
37762,2022-11-21 11:55:00
37761,2022-11-20 11:55:00
37756,2022-11-19 11:55:00
37749,2022-11-18 11:55:00
37739,2022-11-17 11:55:00
37731,2022-11-16 11:55:00
37723,2022-11-15 11:55:00
37715,2022-11-14 11:55:00
37706,2022-11-13 11:55:00
37688,2022-11-12 11:55:00
37680,2022-11-11 11:55:00
37675,2022-11-10 11:55:00
37671,2022-11-09 11:55:00
37664,2022-11-08 11:55:00
37661,2022-11-07 11:55:00
37657,2022-11-06 11:55:00
37645,2022-11-05 11:55:00
37641,2022-11-04 11:55:00
37632,2022-11-03 11:55:00
37629,2022-11-02 11:55:00
37622,2022-11-01 11:55:00
37612,2022-10-31 11:55:00
37609,2022-10-30 11:55:00
37601,2022-10-29 11:55:00
37598,2022-10-27 11:55:00
37596,2022-10-26 11:55:00
37594,2022-10-25 11:55:00
37591,2022-10-24 11:55:00
37581,2022-10-23 15:35:00
37580,2022-10-23 12:35:00
37579,2022-10-23 09:35:00
37577,2022-10-22 15:35:00
37576,2022-10-22 12:35:00
37570,2022-10-22 09:35:00
37567,2022-10-21 15:35:00
37566,2022-10-21 12:35:00
37561,2022-10-21 09:35:00
37558,2022-10-20 15:35:00
37557,2022-10-20 12:35:00
37537,2022-10-19 15:35:00
37536,2022-10-19 12:35:00
37535,2022-10-19 09:35:00
37529,2022-10-18 15:35:00
37527,2022-10-18 12:35:00
37526,2022-10-18 09:35:00
37522,2022-10-17 15:35:00
37520,2022-10-17 12:35:00
37517,2022-10-17 09:35:00
37509,2022-10-16 15:35:00
37503,2022-10-16 12:35:00
37501,2022-10-16 09:35:00
37497,2022-10-15 15:35:00
37495,2022-10-15 12:35:00
37490,2022-10-15 11:45:00
37487,2022-10-15 09:35:00
37468,2022-10-14 13:45:00
37466,2022-10-14 11:45:00
37457,2022-10-13 11:45:00
37451,2022-10-12 11:45:00
37445,2022-10-11 11:45:00
37440,2022-10-10 11:45:00
37429,2022-10-09 11:45:00
37422,2022-10-08 11:45:00
37393,2022-10-07 11:45:00
37387,2022-10-06 11:45:00
37377,2022-10-05 11:45:00
37372,2022-10-04 11:45:00
37364,2022-10-03 11:45:00
37361,2022-10-02 11:45:00
37358,2022-10-01 11:45:00
37356,2022-09-30 11:45:00
37349,2022-09-29 11:45:00
37341,2022-09-28 11:45:00
37329,2022-09-27 11:45:00
37320,2022-09-26 11:45:00
37312,2022-09-25 11:45:00
37308,2022-09-24 11:45:00
37305,2022-09-23 11:45:00
37300,2022-09-22 11:45:00
37293,2022-09-21 11:45:00
37275,2022-09-20 11:45:00
37265,2022-09-19 11:45:00
37263,2022-09-18 11:45:00
37261,2022-09-17 11:45:00
37251,2022-09-16 11:45:00
37246,2022-09-15 11:45:00
37237,2022-09-14 11:45:00
37217,2022-09-11 11:45:00
37205,2022-09-08 11:45:00
37192,2022-09-05 11:45:00
37186,2022-09-02 11:45:00
37179,2022-08-30 11:45:00
37176,2022-08-27 11:45:00
37173,2022-08-24 11:45:00
37163,2022-08-21 11:45:00
37160,2022-08-18 11:45:00
37156,2022-08-16 11:45:00
37154,2022-08-14 11:45:00
37153,2022-08-12 11:45:00
37149,2022-08-10 11:45:00
37146,2022-08-08 11:45:00
37145,2022-08-06 11:45:00
37142,2022-08-04 11:45:00
37137,2022-08-02 11:45:00
37129,2022-07-31 11:45:00
37116,2022-07-30 11:45:00
37112,2022-07-29 11:45:00
37109,2022-07-28 11:45:00
37106,2022-07-27 11:45:00
37104,2022-07-26 11:45:00
37102,2022-07-25 11:45:00
37101,2022-07-24 11:45:00
37096,2022-07-23 11:45:00
37087,2022-07-22 11:45:00
37085,2022-07-21 11:45:00
37076,2022-07-20 11:45:00
37074,2022-07-19 11:45:00
37070,2022-07-18 11:45:00
37068,2022-07-17 11:45:00
37067,2022-07-16 11:45:00
37066,2022-07-15 11:45:00
37065,2022-07-14 11:45:00
37061,2022-07-13 11:45:00
37060,2022-07-12 11:45:00
37057,2022-07-11 11:45:00
37054,2022-07-10 11:45:00
37033,2022-07-09 11:45:00
37028,2022-07-08 11:45:00
37024,2022-07-07 11:45:00
37021,2022-07-06 11:45:00
37016,2022-07-05 11:45:00
37009,2022-07-04 11:45:00
37007,2022-07-03 11:45:00
37004,2022-07-02 11:45:00
36994,2022-07-01 11:45:00
36992,2022-06-30 11:45:00
36991,2022-06-29 11:45:00
36990,2022-06-28 11:45:00
36985,2022-06-27 11:45:00
36979,2022-06-26 11:45:00
36970,2022-06-25 11:25:00
36966,2022-06-24 11:25:00
36964,2022-06-23 11:25:00
36963,2022-06-22 11:25:00
36962,2022-06-21 11:25:00
36958,2022-06-20 11:25:00
36954,2022-06-19 11:25:00
36953,2022-06-18 11:25:00
36943,2022-06-17 11:25:00
36942,2022-06-16 11:25:00
36939,2022-06-15 11:25:00
36933,2022-06-14 11:25:00
36931,2022-06-13 11:25:00
36929,2022-06-12 11:25:00
36926,2022-06-11 11:25:00
36917,2022-06-10 11:25:00
36912,2022-06-09 11:25:00
36906,2022-06-08 11:25:00
36903,2022-06-07 11:25:00
36901,2022-06-06 11:25:00
36896,2022-06-05 11:25:00
36894,2022-06-04 11:25:00
36886,2022-06-03 11:25:00
36885,2022-06-02 11:25:00
36882,2022-06-01 11:25:00
36879,2022-05-31 11:25:00
36873,2022-05-30 11:25:00
36858,2022-05-29 11:25:00
36855,2022-05-28 11:25:00
36851,2022-05-27 12:25:00
36838,2022-05-26 11:25:00
36834,2022-05-25 11:25:00
36828,2022-05-24 11:25:00
36827,2022-05-23 11:25:00
36824,2022-05-22 11:25:00
36817,2022-05-21 11:25:00
36812,2022-05-20 11:25:00
36806,2022-05-19 11:25:00
36768,2022-05-18 11:25:00
36763,2022-05-17 11:25:00
36746,2022-05-15 11:25:00
36745,2022-05-14 11:25:00
36743,2022-05-13 11:25:00
36738,2022-05-12 11:25:00
36730,2022-05-11 11:25:00
36726,2022-05-10 11:25:00
36725,2022-05-09 11:25:00
36724,2022-05-08 11:25:00
36722,2022-05-07 11:25:00
36720,2022-05-06 11:25:00
36717,2022-05-05 11:25:00
36711,2022-05-04 11:25:00
36700,2022-05-03 11:25:00
36697,2022-05-02 11:25:00
36695,2022-05-01 11:25:00
36693,2022-04-30 11:25:00
36679,2022-04-29 11:25:00
36672,2022-04-28 11:25:00
36669,2022-04-27 11:25:00
36666,2022-04-26 11:25:00
36655,2022-04-25 11:25:00
36651,2022-04-24 11:25:00
36650,2022-04-23 11:25:00
36648,2022-04-22 11:25:00
36641,2022-04-21 11:25:00
36622,2022-04-20 11:25:00
36617,2022-04-19 11:25:00
36615,2022-04-18 11:25:00
36614,2022-04-17 11:25:00
36612,2022-04-16 11:25:00
36610,2022-04-15 11:25:00
36604,2022-04-14 11:25:00
36592,2022-04-13 11:25:00
36586,2022-04-12 11:25:00
36585,2022-04-11 11:25:00
36576,2022-04-10 11:25:00
36574,2022-04-09 11:25:00
36568,2022-04-08 11:25:00
36564,2022-04-07 11:25:00
36553,2022-04-06 11:25:00
36551,2022-04-05 11:25:00
36549,2022-04-04 11:25:00
36546,2022-04-03 11:25:00
36544,2022-04-02 11:25:00
36542,2022-04-01 11:25:00
36532,2022-03-31 11:25:00
36527,2022-03-30 11:25:00
36526,2022-03-29 11:25:00
36524,2022-03-28 11:25:00
36519,2022-03-27 11:25:00
36517,2022-03-26 11:25:00
36507,2022-03-25 11:25:00
36506,2022-03-24 11:25:00
36498,2022-03-23 11:25:00
36496,2022-03-22 11:25:00
