R,G,B,Name,Class
94.81954662379421,115.11485209003216,66.40759807073955,monkshood,1
152.75001183431954,136.43612228796843,133.18362130177516,foxglove,0
147.48532619917586,127.84607097648781,108.07502536157071,foxglove,0
99.47141529235383,87.19002398800599,106.7515652173913,foxglove,0
108.18213539651838,79.32699032882012,91.62695551257254,foxglove,0
131.85777226027398,104.04083561643836,123.42214726027397,foxglove,0
107.86926045016077,114.45197749196142,101.47494855305466,monkshood,1
118.16108760330579,108.11658512396694,83.0917388429752,foxglove,0
187.8858888888889,107.1138918918919,175.88307207207208,foxglove,0
123.09463714285714,81.07092,73.16066,foxglove,0
91.62130307076102,103.14850734312417,96.49653671562083,monkshood,1
114.15222124863088,117.27414238773275,98.80610952902519,monkshood,1
116.83001022146507,118.86057580919932,132.83794548551958,monkshood,1
112.66584935897436,104.08823076923078,103.53048717948718,monkshood,1
98.22816551724138,101.11882206896551,111.75029793103448,monkshood,1
117.96640629095675,73.67721100917431,92.61434600262123,foxglove,0
140.81619190404797,89.04405097451274,106.39169415292353,foxglove,0
62.47850074962519,55.93391304347826,60.97543028485757,foxglove,0
110.58325637181409,118.83291454272863,100.78409895052474,monkshood,1
114.95070428857427,117.4597820850054,116.14802179748449,foxglove,0
144.73517391304347,117.36577391304348,95.84532463768116,foxglove,0
120.45151036509658,123.08789507598975,58.2067125591337,foxglove,0
112.68149625187407,115.13256071964018,69.15988305847077,foxglove,0
148.20050074962518,121.8903508245877,151.84415292353822,monkshood,1
70.64097866666667,45.976637333333336,57.414765333333335,foxglove,0
140.20990238095237,136.83397142857143,118.48849523809524,foxglove,0
66.37051651651652,87.77929429429429,60.178,monkshood,1
125.48553567527614,117.4999266833649,103.1000966582577,foxglove,0
76.56591339648173,84.67618944519621,99.38748849797022,foxglove,0
129.048527696793,120.66106705539359,93.39825947521867,foxglove,0
107.84233332435579,92.56177599822843,114.46736511983529,foxglove,0
118.717896,102.715328,103.74721333333333,foxglove,0
133.377091537133,119.99139550949914,143.04287046632123,foxglove,0
103.77974084507042,73.69825915492957,75.00259154929577,foxglove,0
103.45196857142857,88.83914285714286,75.48645714285715,foxglove,0
99.49554122938531,101.54709145427286,81.85491754122938,foxglove,0
99.39640923076924,71.26176615384615,74.417,foxglove,0
75.298648,80.71255466666666,65.27226133333333,foxglove,0
148.7734992503748,138.63528935532233,136.46214092953522,foxglove,0
113.75260080106808,121.81615220293725,139.4695567423231,monkshood,1
140.17315973154362,127.63096644295302,142.09288859060402,foxglove,0
141.05798597707135,127.25899924289352,133.89556718646665,foxglove,0
76.66686054421768,71.9196530612245,70.08645918367347,foxglove,0
124.07763418290854,121.39263868065967,115.24668665667167,foxglove,0
125.67502811141848,131.9564107652142,111.28291175932735,monkshood,1
140.6113105924596,105.7426104129264,132.96833393177738,foxglove,0
103.70730564430245,111.08773801916932,126.10445793397231,monkshood,1
99.61057871064467,105.50898050974513,89.43488155922039,foxglove,0
106.03169448818898,124.29514015748032,92.4503842519685,foxglove,0
136.14256971514243,103.33905247376312,108.40173013493254,foxglove,0
156.28080659670164,132.02597901049475,120.28003898050974,foxglove,0
