Chapter ID,Movie Title,Release Year,Runtime,Budget,Box Office,Movie Chapter,Chapter Name,Dialogue,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),Place Name,Place Category
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,AHH!,Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"My darling boy! How did you get in there?! How did you get in there? Dursley, oh, Dursley!",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,It's all right. It's all right.,Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Awww, smile.  Vernon, just look at him. I can't believe it. In just a week you'll be off to Smeltings.",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"What, you? Go to Smeltings?",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Oh, don't be so stupid, you're going to the state school where you belong.  And this is what you're gonna be wearing when I've finished dyeing it.",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,It'll fit you well enough. Go get the post.  Go!,Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Have a lovely day at the office, dear.",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Wake up, cousin! We're going to the zoo!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,How many are there?,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,Thirty-six?! But last year last year I had thirty-seven!!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,I don't care how big they are!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,Make it move.,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,MOVE!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,He's boring.,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Mummy, dad, come here! You won't believe what this snake is doing!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,Whoa! Ahh! Ahh!!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Mum, mummy!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Mum, help! Help me!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Dad! Look! Harry's got a letter!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,AHH! Make it stop! Please make it stop!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,What is it? Please tell me what's happening!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Daddy's gone mad, hasn't he?!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Happy birthday, son.",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Hurry up! Bring my coffee, boy!",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,Thirty-six. Counted 'em myself.,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Err yes, well, some of them are quite a bit bigger than last year.",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"I'm warning you now, boy. Any funny business, any at all, and you won't have any meals for a week. Get in.",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,Move!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,What happened?!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,There's no such thing as magic!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Caveat Smeltona. Proudest moment of my life.,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Ha!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Oh, Marge is ill! Ate a funny whelk.",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Yours? Who'd be writing to you?,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,No more mail through this letterbox.,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Shoo! Go on!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Fine day Sunday. In my opinion, best day of the week. Why is that, Dudley?",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Ah, right you are, Harry. No post on Sunday. Ha! No blasted letters today. No, sir. Not one single bloody letter, not one.  No, sir, not one blasted, miserable-",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Go away, ahh!",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Give me that! Give me that letter!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Ahh!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,That's it! We're going away! Far away! Where they can't find us!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Yes, Aunt Petunia.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Yes, Uncle Vernon.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,He's asleep!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,"Sorry about him. He doesn't understand what it's like, lying there day after day, having people press their ugly faces in on you.  Can you...hear me?  It's just...I've never talked to a snake before. Do you...I mean...do you talk to people often?  You're from Burma, aren't you? Was it nice there, do you miss your family?  I see. That's me as well. I never knew my parents, either.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,Anytime.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Ow!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"I swear I don't know!  One minute, the glass was there and then it was gone! It was like magic!",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Will I have to wear that, too?",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,But that's Dudley's old uniform. It'll fit me like bits of old Elephant skin.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,"Hey, give it back! It's mine!",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Because there's no post on Sunday?,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,Get off! Ahh!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
3,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,3,Letters from No One,They're my letters! Let go of me!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,Thanks.,Student,,,,,,,4 Privet Drive,Dwellings
2,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,2,The Vanishing Glass,SNAKE!,Man,,,,,,,4 Privet Drive,Dwellings
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,"I have a few start of term notices I wish to announce. The first years please note that the dark forest is strictly forbidden to all students. Also, our caretaker, Mr. Filch  has asked me to remind you that the 3rd floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. Thank you.",Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,Great Hall,Hogwarts
13,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,13,Nick and Other Residents,Let the feast...begin.,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,Great Hall,Hogwarts
18,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,18,Mountain Troll,"SILLLLLEEENNNNCEEEEE!  Everyone will please, not panic. Now, Prefects will lead their houses back to the dormitories. Teachers will follow me to the dungeons.",Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,Great Hall,Hogwarts
33,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,33,House Cup Winner,"Another year, gone! And now, as I understand it, the house cup needs awarded and the points stand thus. In fourth place: Gryffindor, with 312 points!  In third place: Hufflepuff, with 352 points!  Second: Ravenclaw, with 426 points!  And in first place, with 472 points: Slytherin house!  Yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account and I have a few last minute points to award.  First, to Miss Hermione Granger, for the cool use of intellect while others were in grave peril: fifty points!  Second, to Mr Ronald Weasley, for the best played game of chess that Hogwarts has seen these many years: fifty points!  And third, to mister Harry Potter, for pure love and outstanding courage, I award Gryffindor house: sixty points!",Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,Great Hall,Hogwarts
33,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,33,House Cup Winner,"And finally: it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends. I award ten points to Neville Longbottom!  Assuming that my calculations are correct, I believe that a change of decoration is in order!  Gryffindor wins the House Cup!",Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,"Will you wait along here, please? Now, before we begin, Professor Dumbledore would like to say a few words.",Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,"When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger.",Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,Draco Malfoy.,Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,Susan Bones.,Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,Ronald Weasley.,Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,Harry Potter.,Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,Great Hall,Hogwarts
13,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,13,Nick and Other Residents,"Your attention, please.",Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,Great Hall,Hogwarts
33,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,33,House Cup Winner,Yes!,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Great Hall,Hogwarts
34,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,34,Not Really Going Home,"Come on now, hurry up. You'll be late. Train's leaving. Go on. Go on. Come on. Hurry up.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Great Hall,Hogwarts
34,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,34,Not Really Going Home,"Thought you were leaving without saying good-bye, didja?  This is for you.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Great Hall,Hogwarts
34,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,34,Not Really Going Home,"Oh. Go on...on with you.  Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Great Hall,Hogwarts
34,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,34,Not Really Going Home,"I do. But your cousin don't, do he? Eh?  Off you go.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,Ahh!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,"Nothing... nothing, I'm fine.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,Not Slytherin. Not Slytherin.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
12,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,12,The Sorting Hat,Not Slytherin...anything but Slytherin.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
13,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,13,Nick and Other Residents,Wow.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
13,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,13,Nick and Other Residents,"Say, Percy, who's that teacher talking to Professor Quirrell?",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
13,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,13,Nick and Other Residents,What's he teach?,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
14,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,14,Potions and Parcels,What's Seamus trying to do to that glass of water?,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
14,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,14,Potions and Parcels,Can I borrow this?  Thanks.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
14,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,14,Potions and Parcels,"Hey, Ron, somebody broke into Gringotts, listen.  Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,17,Facts and Feathers,I think she heard you.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
18,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,18,Mountain Troll,Where's Hermione?,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
18,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,18,Mountain Troll,How could a troll get in?,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
18,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,18,Mountain Troll,Hermione! She doesn't know!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
19,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,19,Quidditch,I'm not hungry.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
19,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ",1002000000,19,Quidditch,That explains the blood.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Great Hall,Hogwarts
